OrderID,CustomerID,ProductID,RegionID,OrderDate,Quantity,UnitPrice,Discount,Channel,OrderStatus,Revenue,Profit
O0137,C025,P015,R05,2024-02-25,8,6999,0.07,Online,Returned,52072.56,26032.56
O0221,C029,P003,R08,2024-02-25,4,64999,0.13,Wholesale,Pending,226196.52,59156.52
O0659,C011,P015,R03,2024-02-25,3,6999,0.07,Retail Store,Cancelled,19527.21,9762.21
O0951,C015,P006,R04,2024-02-26,4,1499,0.09,Direct Sales,Cancelled,5456.36,2544.36
O0351,C004,P001,R03,2024-02-27,4,89999,0.07,Retail Store,Delivered,334796.28,104156.28
O0689,C015,P021,R04,2024-02-27,1,149,0.12,Wholesale,Returned,131.12,60.72
O0715,C034,P029,R01,2024-02-28,1,2599,0.03,Retail Store,Delivered,2521.03,1163.03
O0802,C002,P021,R01,2024-02-28,5,149,0.06,Direct Sales,Delivered,700.3,324.3
O0071,C005,P030,R01,2024-02-29,7,2199,0.06,Retail Store,Pending,14469.42,6573.42
O0654,C008,P015,R02,2024-02-29,8,6999,0.13,Wholesale,Returned,48713.04,24353.04
O0452,C021,P016,R05,2024-03-02,2,2199,0.11,Wholesale,Cancelled,3914.22,1956.22
O0773,C023,P028,R06,2024-03-02,4,1099,0.1,Online,Returned,3956.4,1796.4
O0972,C002,P019,R01,2024-03-02,7,599,0.05,Retail Store,Pending,3983.35,1655.85
O0595,C033,P025,R10,2024-03-04,6,7999,0.04,Retail Store,Delivered,46074.24,20154.24
O0042,C003,P006,R02,2024-03-05,4,1499,0.15,Wholesale,Returned,5096.6,2376.6
O0665,C028,P034,R08,2024-03-06,9,799,0.14,Wholesale,Pending,6184.26,3088.26
O0087,C025,P018,R05,2024-03-07,8,2499,0.14,Wholesale,Delivered,17193.12,8937.12
O0600,C035,P019,R03,2024-03-08,1,599,0.08,Online,Pending,551.08,229.08
O0031,C028,P023,R08,2024-03-09,1,329,0.07,Direct Sales,Returned,305.97,138.57
O0671,C017,P035,R03,2024-03-09,7,1799,0.13,Wholesale,Delivered,10955.91,5474.91
O0697,C004,P034,R03,2024-03-09,1,799,0.1,Direct Sales,Cancelled,719.1,359.1
O0961,C003,P019,R02,2024-03-12,10,599,0.13,Wholesale,Cancelled,5211.3,2166.3
O0908,C030,P018,R09,2024-03-13,2,2499,0.11,Wholesale,Delivered,4448.22,2312.22
O0637,C024,P021,R06,2024-03-14,4,149,0.02,Retail Store,Delivered,584.08,270.48
O0235,C010,P019,R02,2024-03-15,4,599,0.09,Online,Cancelled,2180.36,906.36
O0433,C025,P023,R05,2024-03-15,4,329,0.14,Wholesale,Delivered,1131.76,512.56
O0800,C034,P009,R01,2024-03-16,10,52999,0.06,Retail Store,Delivered,498190.6,140990.6
O0264,C012,P009,R01,2024-03-19,9,52999,0.1,Online,Delivered,429291.9,121491.9
O0197,C026,P003,R07,2024-03-22,2,64999,0.08,Online,Delivered,119598.16,31278.16
O0129,C009,P019,R03,2024-03-24,10,599,0.05,Direct Sales,Delivered,5690.5,2365.5
O0627,C006,P019,R01,2024-03-24,1,599,0.06,Direct Sales,Pending,563.06,234.06
O0808,C005,P012,R01,2024-03-25,8,13999,0.08,Direct Sales,Delivered,103032.64,44152.64
O0077,C016,P018,R02,2024-03-26,4,2499,0.09,Online,Delivered,9096.36,4728.36
O0410,C035,P003,R03,2024-03-27,2,64999,0.08,Retail Store,Returned,119598.16,31278.16
O0423,C008,P011,R02,2024-03-27,7,7999,0.04,Direct Sales,Delivered,53753.28,23513.28
O0783,C029,P010,R08,2024-03-27,4,65999,0.11,Online,Delivered,234956.44,78316.44
O0051,C017,P011,R03,2024-03-28,2,7999,0.07,Direct Sales,Delivered,14878.14,6508.14
O0068,C021,P030,R05,2024-03-28,9,2199,0.08,Direct Sales,Pending,18207.72,8271.72
O0723,C015,P006,R04,2024-03-28,5,1499,0.11,Wholesale,Delivered,6670.55,3110.55
O0912,C014,P007,R01,2024-03-28,2,89999,0.1,Wholesale,Delivered,161998.2,62998.2
O0191,C006,P018,R01,2024-03-29,8,2499,0.07,Direct Sales,Pending,18592.56,9664.56
O0737,C016,P025,R02,2024-03-29,1,7999,0.06,Retail Store,Delivered,7519.06,3289.06
O0143,C007,P007,R02,2024-03-30,1,89999,0.06,Retail Store,Delivered,84599.06,32899.06
O0561,C008,P027,R02,2024-03-30,5,43999,0.05,Direct Sales,Pending,208995.25,75995.25
O0848,C013,P006,R02,2024-03-30,9,1499,0.1,Online,Delivered,12141.9,5661.9
O0991,C006,P014,R01,2024-03-30,5,1799,0.09,Direct Sales,Delivered,8185.45,4090.45
O0821,C020,P020,R02,2024-04-01,2,299,0.13,Wholesale,Delivered,520.26,241.86
O0135,C032,P010,R10,2024-04-02,9,65999,0.06,Direct Sales,Cancelled,558351.54,186111.54
O0495,C006,P022,R01,2024-04-02,4,110,0.07,Online,Returned,409.2,186.0
O0282,C025,P033,R05,2024-04-06,10,2999,0.14,Wholesale,Returned,25791.4,12891.4
O0624,C027,P025,R07,2024-04-06,1,7999,0.07,Direct Sales,Pending,7439.07,3254.07
O0935,C018,P034,R04,2024-04-06,3,799,0.05,Direct Sales,Cancelled,2277.15,1137.15
O0499,C015,P011,R04,2024-04-07,1,7999,0.1,Online,Delivered,7199.1,3149.1
O0587,C031,P024,R09,2024-04-08,4,175,0.06,Online,Delivered,658.0,319.6
O0766,C017,P024,R03,2024-04-08,1,175,0.1,Direct Sales,Returned,157.5,76.5
O0162,C009,P025,R03,2024-04-09,9,7999,0.13,Wholesale,Pending,62632.17,27397.17
O0126,C026,P003,R07,2024-04-10,6,64999,0.07,Online,Delivered,362694.42,94854.42
O0448,C005,P032,R01,2024-04-11,10,1599,0.09,Wholesale,Delivered,14550.9,7270.9
O0828,C019,P012,R01,2024-04-11,2,13999,0.15,Wholesale,Delivered,23798.3,10198.3
O0881,C009,P027,R03,2024-04-11,8,43999,0.08,Direct Sales,Cancelled,323832.64,117752.64
O0977,C023,P019,R06,2024-04-11,3,599,0.06,Retail Store,Returned,1689.18,702.18
O0377,C032,P013,R10,2024-04-13,1,3499,0.06,Online,Pending,3289.06,1597.06
O0592,C008,P029,R02,2024-04-13,1,2599,0.08,Retail Store,Cancelled,2391.08,1103.08
O0975,C034,P029,R01,2024-04-13,5,2599,0.12,Wholesale,Delivered,11435.6,5275.6
O0174,C034,P020,R01,2024-04-14,8,299,0.05,Online,Pending,2272.4,1056.4
O0461,C027,P024,R07,2024-04-14,9,175,0.08,Online,Delivered,1449.0,703.8
O0687,C016,P022,R02,2024-04-14,1,110,0.09,Direct Sales,Pending,100.1,45.5
O0535,C025,P023,R05,2024-04-15,5,329,0.1,Wholesale,Returned,1480.5,670.5
O0582,C016,P006,R02,2024-04-15,8,1499,0.09,Direct Sales,Delivered,10912.72,5088.72
O0622,C010,P002,R02,2024-04-15,2,119999,0.09,Wholesale,Delivered,218398.18,63698.18
O0223,C024,P029,R06,2024-04-17,9,2599,0.14,Wholesale,Cancelled,20116.26,9280.26
O0813,C020,P019,R02,2024-04-17,10,599,0.05,Retail Store,Delivered,5690.5,2365.5
O0901,C017,P026,R03,2024-04-17,10,3299,0.06,Retail Store,Delivered,31010.6,14090.6
O0814,C034,P010,R01,2024-04-19,9,65999,0.05,Direct Sales,Delivered,564291.45,188091.45
O0074,C030,P009,R09,2024-04-20,8,52999,0.15,Wholesale,Cancelled,360393.2,101993.2
O0644,C019,P009,R01,2024-04-20,9,52999,0.07,Online,Delivered,443601.63,125541.63
O0090,C008,P014,R02,2024-04-21,3,1799,0.14,Wholesale,Cancelled,4641.42,2319.42
O0147,C017,P001,R03,2024-04-21,3,89999,0.13,Wholesale,Delivered,234897.39,73077.39
O0454,C026,P005,R07,2024-04-21,5,24999,0.14,Wholesale,Delivered,107495.7,47295.7
O0263,C005,P029,R01,2024-04-22,9,2599,0.1,Wholesale,Returned,21051.9,9711.9
O0648,C024,P025,R06,2024-04-25,1,7999,0.09,Direct Sales,Returned,7279.09,3184.09
O0124,C032,P006,R10,2024-04-26,6,1499,0.11,Wholesale,Returned,8004.66,3732.66
O0543,C019,P007,R01,2024-04-27,9,89999,0.06,Retail Store,Delivered,761391.54,296091.54
O0324,C004,P005,R03,2024-04-28,3,24999,0.07,Online,Delivered,69747.21,30687.21
O0546,C004,P005,R03,2024-04-28,7,24999,0.05,Retail Store,Cancelled,166243.35,73143.35
O0886,C006,P016,R01,2024-04-28,9,2199,0.09,Online,Cancelled,18009.81,9000.81
O0030,C031,P016,R09,2024-04-29,2,2199,0.05,Direct Sales,Returned,4178.1,2088.1
O0337,C012,P035,R01,2024-04-29,5,1799,0.07,Retail Store,Returned,8365.35,4180.35
O0507,C019,P006,R01,2024-04-29,7,1499,0.07,Online,Pending,9758.49,4550.49
O0717,C007,P005,R02,2024-04-29,7,24999,0.05,Online,Cancelled,166243.35,73143.35
O0285,C009,P022,R03,2024-04-30,9,110,0.05,Direct Sales,Delivered,940.5,427.5
O0530,C029,P012,R08,2024-04-30,5,13999,0.11,Wholesale,Returned,62295.55,26695.55
O0533,C002,P001,R01,2024-04-30,10,89999,0.06,Retail Store,Delivered,845990.6,263190.6
O0806,C025,P032,R05,2024-04-30,4,1599,0.03,Retail Store,Delivered,6204.12,3100.12
O0172,C008,P005,R02,2024-05-02,9,24999,0.09,Direct Sales,Cancelled,204741.81,90081.81
O0081,C002,P025,R01,2024-05-03,5,7999,0.11,Online,Pending,35595.55,15570.55
O0725,C001,P032,R03,2024-05-03,7,1599,0.09,Wholesale,Delivered,10185.63,5089.63
O0915,C033,P032,R10,2024-05-04,2,1599,0.06,Direct Sales,Cancelled,3006.12,1502.12
O0109,C019,P031,R01,2024-05-05,1,699,0.06,Direct Sales,Delivered,657.06,328.06
O0036,C027,P032,R07,2024-05-07,1,1599,0.07,Retail Store,Delivered,1487.07,743.07
O0664,C008,P006,R02,2024-05-08,9,1499,0.07,Retail Store,Delivered,12546.63,5850.63
O0841,C003,P009,R02,2024-05-08,9,52999,0.06,Retail Store,Delivered,448371.54,126891.54
O0132,C018,P027,R04,2024-05-09,9,43999,0.05,Direct Sales,Delivered,376191.45,136791.45
O0272,C029,P027,R08,2024-05-10,10,43999,0.05,Direct Sales,Delivered,417990.5,151990.5
O0849,C013,P022,R02,2024-05-10,3,110,0.14,Wholesale,Delivered,283.8,129.0
O0976,C017,P015,R03,2024-05-10,1,6999,0.15,Wholesale,Delivered,5949.15,2974.15
O0893,C017,P016,R03,2024-05-11,1,2199,0.07,Retail Store,Delivered,2045.07,1022.07
O0618,C033,P029,R10,2024-05-13,4,2599,0.07,Online,Delivered,9668.28,4460.28
O0880,C002,P010,R01,2024-05-13,3,65999,0.1,Direct Sales,Delivered,178197.3,59397.3
O0933,C011,P002,R03,2024-05-13,3,119999,0.05,Online,Delivered,341997.15,99747.15
O0576,C009,P031,R03,2024-05-14,8,699,0.1,Online,Delivered,5032.8,2512.8
O0779,C031,P013,R09,2024-05-14,4,3499,0.08,Direct Sales,Cancelled,12876.32,6252.32
O0022,C001,P021,R03,2024-05-15,6,149,0.06,Online,Delivered,840.36,389.16
O0175,C028,P007,R08,2024-05-17,2,89999,0.04,Direct Sales,Delivered,172798.08,67198.08
O0485,C020,P012,R02,2024-05-17,4,13999,0.06,Online,Cancelled,52636.24,22556.24
O0120,C033,P035,R10,2024-05-20,1,1799,0.04,Direct Sales,Pending,1727.04,863.04
O0436,C004,P016,R03,2024-05-21,8,2199,0.05,Direct Sales,Returned,16712.4,8352.4
O0445,C001,P011,R03,2024-05-23,5,7999,0.12,Wholesale,Delivered,35195.6,15395.6
O0146,C025,P016,R05,2024-05-24,5,2199,0.03,Retail Store,Pending,10665.15,5330.15
O0277,C033,P030,R10,2024-05-25,2,2199,0.12,Wholesale,Pending,3870.24,1758.24
O0476,C016,P019,R02,2024-05-25,8,599,0.09,Direct Sales,Delivered,4360.72,1812.72
O0692,C012,P013,R01,2024-05-25,4,3499,0.03,Retail Store,Delivered,13576.12,6592.12
O0734,C027,P020,R07,2024-05-25,1,299,0.12,Wholesale,Delivered,263.12,122.32
O0234,C005,P008,R01,2024-05-26,10,59999,0.09,Online,Delivered,545990.9,163790.9
O0359,C011,P006,R03,2024-05-26,6,1499,0.08,Direct Sales,Cancelled,8274.48,3858.48
O0936,C003,P012,R02,2024-05-26,5,13999,0.09,Online,Delivered,63695.45,27295.45
O0292,C014,P027,R01,2024-05-28,1,43999,0.09,Direct Sales,Returned,40039.09,14559.09
O0652,C031,P001,R09,2024-05-28,4,89999,0.05,Retail Store,Delivered,341996.2,106396.2
O0228,C004,P026,R03,2024-05-29,2,3299,0.1,Wholesale,Delivered,5938.2,2698.2
O0453,C024,P008,R06,2024-05-29,9,59999,0.06,Online,Delivered,507591.54,152271.54
O0626,C005,P023,R01,2024-05-29,5,329,0.07,Online,Cancelled,1529.85,692.85
O0775,C010,P021,R02,2024-05-29,7,149,0.03,Retail Store,Pending,1011.71,468.51
O0173,C007,P029,R02,2024-05-30,1,2599,0.08,Retail Store,Returned,2391.08,1103.08
O0308,C032,P009,R10,2024-05-31,2,52999,0.06,Direct Sales,Delivered,99638.12,28198.12
O0094,C024,P005,R06,2024-06-02,7,24999,0.09,Wholesale,Pending,159243.63,70063.63
O0386,C026,P035,R07,2024-06-02,6,1799,0.07,Direct Sales,Returned,10038.42,5016.42
O0237,C034,P035,R01,2024-06-03,8,1799,0.07,Online,Delivered,13384.56,6688.56
O0641,C005,P002,R01,2024-06-03,10,119999,0.1,Online,Pending,1079991.0,314991.0
O0938,C024,P035,R06,2024-06-03,4,1799,0.05,Retail Store,Delivered,6836.2,3416.2
O0287,C022,P033,R05,2024-06-05,5,2999,0.08,Direct Sales,Pending,13795.4,6895.4
O0402,C024,P010,R06,2024-06-07,3,65999,0.07,Direct Sales,Cancelled,184137.21,61377.21
O0696,C032,P012,R10,2024-06-07,10,13999,0.11,Wholesale,Delivered,124591.1,53391.1
O0192,C018,P014,R04,2024-06-08,2,1799,0.07,Online,Delivered,3346.14,1672.14
O0645,C016,P011,R02,2024-06-10,3,7999,0.05,Retail Store,Cancelled,22797.15,9972.15
O0026,C024,P029,R06,2024-06-13,4,2599,0.05,Direct Sales,Delivered,9876.2,4556.2
O0100,C018,P001,R04,2024-06-13,7,89999,0.03,Retail Store,Pending,611093.21,190113.21
O0435,C020,P014,R02,2024-06-14,5,1799,0.06,Retail Store,Returned,8455.3,4225.3
O0389,C015,P033,R04,2024-06-15,7,2999,0.05,Retail Store,Pending,19943.35,9968.35
O0578,C015,P022,R04,2024-06-15,4,110,0.08,Online,Pending,404.8,184.0
O0811,C003,P016,R02,2024-06-15,1,2199,0.1,Direct Sales,Cancelled,1979.1,989.1
O0669,C034,P008,R01,2024-06-16,4,59999,0.07,Online,Returned,223196.28,66956.28
O0612,C015,P012,R04,2024-06-17,3,13999,0.1,Online,Pending,37797.3,16197.3
O0738,C030,P007,R09,2024-06-17,5,89999,0.05,Retail Store,Delivered,427495.25,166245.25
O0112,C027,P015,R07,2024-06-19,8,6999,0.07,Direct Sales,Delivered,52072.56,26032.56
O0787,C014,P035,R01,2024-06-19,10,1799,0.12,Wholesale,Returned,15831.2,7911.2
O0355,C007,P007,R02,2024-06-20,10,89999,0.03,Retail Store,Cancelled,872990.3,339490.3
O0447,C028,P018,R08,2024-06-20,10,2499,0.07,Online,Returned,23240.7,12080.7
O0722,C030,P028,R09,2024-06-20,8,1099,0.14,Wholesale,Cancelled,7561.12,3433.12
O0818,C024,P006,R06,2024-06-20,9,1499,0.08,Direct Sales,Cancelled,12411.72,5787.72
O0831,C034,P027,R01,2024-06-21,10,43999,0.06,Retail Store,Delivered,413590.6,150390.6
O0488,C010,P008,R02,2024-06-22,6,59999,0.15,Wholesale,Returned,305994.9,91794.9
O0219,C033,P035,R10,2024-06-23,10,1799,0.09,Online,Delivered,16370.9,8180.9
O0486,C015,P002,R04,2024-06-23,10,119999,0.04,Direct Sales,Delivered,1151990.4,335990.4
O0318,C034,P029,R01,2024-06-24,10,2599,0.09,Wholesale,Delivered,23650.9,10910.9
O0399,C017,P032,R03,2024-06-24,10,1599,0.13,Wholesale,Pending,13911.3,6951.3
O0202,C033,P008,R10,2024-06-27,6,59999,0.07,Retail Store,Delivered,334794.42,100434.42
O0898,C017,P010,R03,2024-06-27,8,65999,0.04,Direct Sales,Pending,506872.32,168952.32
O0328,C035,P028,R03,2024-06-28,4,1099,0.09,Direct Sales,Pending,4000.36,1816.36
O0196,C009,P025,R03,2024-06-29,6,7999,0.05,Retail Store,Delivered,45594.3,19944.3
O0011,C005,P011,R01,2024-06-30,7,7999,0.03,Retail Store,Delivered,54313.21,23758.21
O0340,C024,P006,R06,2024-07-02,7,1499,0.02,Retail Store,Returned,10283.14,4795.14
O0007,C003,P030,R02,2024-07-03,7,2199,0.11,Online,Delivered,13699.77,6223.77
O0033,C013,P013,R02,2024-07-03,3,3499,0.05,Direct Sales,Delivered,9972.15,4842.15
O0317,C027,P031,R07,2024-07-04,10,699,0.07,Retail Store,Delivered,6500.7,3245.7
O0942,C007,P004,R02,2024-07-04,1,29999,0.03,Retail Store,Pending,29099.03,11639.03
O0965,C022,P016,R05,2024-07-06,10,2199,0.09,Online,Returned,20010.9,10000.9
O0981,C024,P029,R06,2024-07-06,2,2599,0.05,Retail Store,Delivered,4938.1,2278.1
O0078,C022,P021,R05,2024-07-07,4,149,0.06,Online,Pending,560.24,259.44
O0750,C019,P017,R01,2024-07-08,9,5999,0.12,Wholesale,Pending,47512.08,22168.08
O0082,C027,P035,R07,2024-07-13,5,1799,0.05,Retail Store,Pending,8545.25,4270.25
O0438,C027,P024,R07,2024-07-13,2,175,0.07,Retail Store,Delivered,325.5,158.1
O0501,C011,P005,R03,2024-07-14,10,24999,0.07,Online,Pending,232490.7,102290.7
O0067,C020,P026,R02,2024-07-15,4,3299,0.07,Online,Pending,12272.28,5576.28
O0075,C033,P028,R10,2024-07-15,8,1099,0.09,Direct Sales,Pending,8000.72,3632.72
O0232,C014,P010,R01,2024-07-15,5,65999,0.05,Direct Sales,Delivered,313495.25,104495.25
O0726,C015,P001,R04,2024-07-15,9,89999,0.1,Wholesale,Pending,728991.9,226791.9
O0739,C011,P003,R03,2024-07-16,5,64999,0.07,Online,Delivered,302245.35,79045.35
O0303,C009,P001,R03,2024-07-17,8,89999,0.04,Retail Store,Pending,691192.32,215032.32
O0348,C016,P032,R02,2024-07-17,8,1599,0.11,Wholesale,Returned,11384.88,5688.88
O0763,C011,P012,R03,2024-07-17,3,13999,0.07,Direct Sales,Cancelled,39057.21,16737.21
O0819,C011,P025,R03,2024-07-17,3,7999,0.04,Direct Sales,Delivered,23037.12,10077.12
O0130,C011,P020,R03,2024-07-18,2,299,0.08,Online,Delivered,550.16,255.76
O0642,C014,P003,R01,2024-07-18,9,64999,0.12,Wholesale,Pending,514792.08,134632.08
O0367,C015,P023,R04,2024-07-20,10,329,0.07,Direct Sales,Returned,3059.7,1385.7
O0434,C006,P016,R01,2024-07-20,1,2199,0.14,Wholesale,Returned,1891.14,945.14
O0511,C027,P015,R07,2024-07-20,9,6999,0.1,Online,Pending,56691.9,28341.9
O0168,C014,P005,R01,2024-07-21,4,24999,0.06,Retail Store,Delivered,93996.24,41356.24
O0225,C031,P024,R09,2024-07-21,9,175,0.09,Online,Delivered,1433.25,696.15
O0260,C002,P024,R01,2024-07-21,9,175,0.12,Wholesale,Delivered,1386.0,673.2
O0919,C013,P012,R02,2024-07-21,4,13999,0.11,Online,Delivered,49836.44,21356.44
O0704,C018,P016,R04,2024-07-22,4,2199,0.09,Direct Sales,Delivered,8004.36,4000.36
O0335,C012,P028,R01,2024-07-23,6,1099,0.04,Direct Sales,Returned,6330.24,2874.24
O0470,C026,P029,R07,2024-07-23,2,2599,0.03,Retail Store,Delivered,5042.06,2326.06
O0865,C007,P021,R02,2024-07-23,9,149,0.1,Online,Pending,1206.9,558.9
O0801,C021,P005,R05,2024-07-24,3,24999,0.06,Online,Returned,70497.18,31017.18
O0213,C022,P007,R05,2024-07-25,10,89999,0.06,Direct Sales,Delivered,845990.6,328990.6
O0623,C012,P017,R01,2024-07-25,4,5999,0.08,Online,Delivered,22076.32,10300.32
O0758,C004,P024,R03,2024-07-25,1,175,0.09,Direct Sales,Cancelled,159.25,77.35
O0937,C027,P001,R07,2024-07-25,9,89999,0.03,Retail Store,Delivered,785691.27,244431.27
O0996,C020,P032,R02,2024-07-26,1,1599,0.05,Direct Sales,Delivered,1519.05,759.05
O0297,C031,P023,R09,2024-07-27,10,329,0.11,Wholesale,Returned,2928.1,1326.1
O0585,C020,P033,R02,2024-07-29,8,2999,0.06,Retail Store,Delivered,22552.48,11272.48
O0599,C008,P023,R02,2024-07-29,7,329,0.07,Direct Sales,Returned,2141.79,969.99
O0484,C023,P010,R06,2024-07-30,8,65999,0.07,Retail Store,Cancelled,491032.56,163672.56
O0518,C007,P007,R02,2024-07-30,9,89999,0.1,Online,Delivered,728991.9,283491.9
O0407,C011,P006,R03,2024-08-01,4,1499,0.1,Online,Delivered,5396.4,2516.4
O0093,C020,P008,R02,2024-08-02,7,59999,0.07,Online,Returned,390593.49,117173.49
O0145,C034,P027,R01,2024-08-02,2,43999,0.03,Retail Store,Cancelled,85358.06,31038.06
O0748,C032,P013,R10,2024-08-03,6,3499,0.05,Retail Store,Returned,19944.3,9684.3
O0310,C022,P019,R05,2024-08-04,7,599,0.03,Retail Store,Pending,4067.21,1690.71
O0113,C028,P020,R08,2024-08-05,2,299,0.09,Online,Delivered,544.18,252.98
O0281,C026,P004,R07,2024-08-06,5,29999,0.04,Retail Store,Delivered,143995.2,57595.2
O0761,C034,P016,R01,2024-08-06,9,2199,0.05,Retail Store,Pending,18801.45,9396.45
O0513,C003,P033,R02,2024-08-07,8,2999,0.03,Retail Store,Delivered,23272.24,11632.24
O0150,C016,P025,R02,2024-08-08,5,7999,0.12,Wholesale,Delivered,35195.6,15395.6
O0703,C029,P012,R08,2024-08-08,4,13999,0.08,Retail Store,Delivered,51516.32,22076.32
O0512,C035,P031,R03,2024-08-09,2,699,0.05,Retail Store,Pending,1328.1,663.1
O0611,C020,P032,R02,2024-08-09,6,1599,0.09,Wholesale,Cancelled,8730.54,4362.54
O0567,C006,P008,R01,2024-08-10,2,59999,0.05,Direct Sales,Cancelled,113998.1,34198.1
O0262,C027,P027,R07,2024-08-11,6,43999,0.06,Online,Returned,248154.36,90234.36
O0122,C002,P018,R01,2024-08-13,3,2499,0.1,Online,Pending,6747.3,3507.3
O0008,C019,P024,R01,2024-08-14,1,175,0.06,Retail Store,Returned,164.5,79.9
O0974,C022,P027,R05,2024-08-15,6,43999,0.13,Wholesale,Pending,229674.78,83514.78
O0953,C021,P028,R05,2024-08-16,10,1099,0.07,Retail Store,Delivered,10220.7,4640.7
O0634,C007,P013,R02,2024-08-17,6,3499,0.1,Direct Sales,Delivered,18894.6,9174.6
O0239,C016,P007,R02,2024-08-18,6,89999,0.1,Wholesale,Cancelled,485994.6,188994.6
O0419,C032,P021,R10,2024-08-18,2,149,0.1,Online,Returned,268.2,124.2
O0999,C005,P024,R01,2024-08-18,5,175,0.07,Direct Sales,Returned,813.75,395.25
O0214,C022,P006,R05,2024-08-19,5,1499,0.08,Retail Store,Returned,6895.4,3215.4
O0770,C017,P024,R03,2024-08-19,5,175,0.03,Retail Store,Delivered,848.75,412.25
O0874,C023,P006,R06,2024-08-19,9,1499,0.09,Online,Pending,12276.81,5724.81
O0015,C017,P028,R03,2024-08-20,3,1099,0.06,Direct Sales,Cancelled,3099.18,1407.18
O0320,C008,P014,R02,2024-08-20,9,1799,0.05,Direct Sales,Pending,15381.45,7686.45
O0536,C034,P026,R01,2024-08-21,6,3299,0.05,Online,Cancelled,18804.3,8544.3
O0593,C004,P028,R03,2024-08-22,3,1099,0.1,Direct Sales,Returned,2967.3,1347.3
O0946,C005,P031,R01,2024-08-22,7,699,0.04,Direct Sales,Delivered,4697.28,2345.28
O0682,C026,P026,R07,2024-08-23,2,3299,0.05,Retail Store,Delivered,6268.1,2848.1
O0148,C029,P023,R08,2024-08-24,7,329,0.13,Wholesale,Returned,2003.61,907.41
O0027,C022,P002,R05,2024-08-25,1,119999,0.06,Retail Store,Delivered,112799.06,32899.06
O0004,C015,P029,R04,2024-08-26,1,2599,0.14,Wholesale,Delivered,2235.14,1031.14
O0002,C035,P006,R03,2024-08-27,2,1499,0.04,Direct Sales,Delivered,2878.08,1342.08
O0816,C012,P030,R01,2024-08-27,2,2199,0.07,Retail Store,Delivered,4090.14,1858.14
O0892,C008,P012,R02,2024-08-28,6,13999,0.06,Retail Store,Delivered,78954.36,33834.36
O0462,C026,P005,R07,2024-08-29,3,24999,0.08,Online,Delivered,68997.24,30357.24
O0869,C032,P008,R10,2024-08-29,2,59999,0.06,Direct Sales,Pending,112798.12,33838.12
O0782,C021,P023,R05,2024-08-31,3,329,0.1,Online,Delivered,888.3,402.3
O0905,C006,P004,R01,2024-08-31,2,29999,0.08,Retail Store,Returned,55198.16,22078.16
O0215,C026,P009,R07,2024-09-01,7,52999,0.07,Online,Returned,345023.49,97643.49
O0845,C025,P012,R05,2024-09-01,5,13999,0.1,Online,Returned,62995.5,26995.5
O0894,C006,P010,R01,2024-09-01,7,65999,0.07,Retail Store,Pending,429653.49,143213.49
O0928,C008,P032,R02,2024-09-01,4,1599,0.02,Retail Store,Pending,6268.08,3132.08
O0767,C003,P019,R02,2024-09-02,5,599,0.08,Online,Delivered,2755.4,1145.4
O0804,C018,P015,R04,2024-09-02,1,6999,0.03,Retail Store,Delivered,6789.03,3394.03
O0177,C021,P025,R05,2024-09-03,10,7999,0.12,Wholesale,Pending,70391.2,30791.2
O0279,C019,P032,R01,2024-09-03,1,1599,0.06,Direct Sales,Delivered,1503.06,751.06
O0133,C025,P013,R05,2024-09-05,5,3499,0.07,Retail Store,Pending,16270.35,7900.35
O0680,C013,P003,R02,2024-09-05,1,64999,0.06,Retail Store,Delivered,61099.06,15979.06
O0749,C030,P018,R09,2024-09-05,3,2499,0.02,Retail Store,Pending,7347.06,3819.06
O0183,C004,P019,R03,2024-09-06,10,599,0.11,Wholesale,Cancelled,5331.1,2216.1
O0676,C010,P031,R02,2024-09-06,5,699,0.05,Direct Sales,Delivered,3320.25,1657.75
O0003,C015,P033,R04,2024-09-08,9,2999,0.08,Online,Pending,24831.72,12411.72
O0379,C020,P021,R02,2024-09-09,3,149,0.05,Retail Store,Pending,424.65,196.65
O0209,C013,P021,R02,2024-09-11,1,149,0.07,Direct Sales,Pending,138.57,64.17
O0524,C018,P027,R04,2024-09-11,4,43999,0.06,Online,Pending,165436.24,60156.24
O0798,C028,P020,R08,2024-09-11,3,299,0.12,Wholesale,Delivered,789.36,366.96
O0906,C008,P006,R02,2024-09-11,10,1499,0.04,Retail Store,Delivered,14390.4,6710.4
O0534,C015,P017,R04,2024-09-14,5,5999,0.13,Wholesale,Pending,26095.65,12175.65
O0823,C035,P001,R03,2024-09-14,10,89999,0.05,Direct Sales,Returned,854990.5,265990.5
O0677,C024,P006,R06,2024-09-15,7,1499,0.09,Online,Cancelled,9548.63,4452.63
O0765,C028,P021,R08,2024-09-15,4,149,0.05,Retail Store,Pending,566.2,262.2
O0833,C019,P028,R01,2024-09-15,10,1099,0.11,Wholesale,Cancelled,9781.1,4441.1
O0211,C034,P034,R01,2024-09-16,5,799,0.04,Retail Store,Pending,3835.2,1915.2
O0295,C023,P017,R06,2024-09-16,4,5999,0.05,Direct Sales,Delivered,22796.2,10636.2
O0575,C029,P012,R08,2024-09-17,10,13999,0.09,Direct Sales,Delivered,127390.9,54590.9
O0900,C023,P028,R06,2024-09-17,5,1099,0.11,Wholesale,Delivered,4890.55,2220.55
